Time [s],Value,Parity Error,Framing Error
15.16142975s,0x00,,
15.162668s,0x00,,
15.16390625s,0x00,,
15.16514475s,0x00,,
15.166383s,0x00,,
15.16762125s,0x00,,
15.1688595s,0x00,,
15.17009775s,0x00,,
15.171336s,0x00,,
15.1725745s,0x00,,
15.17381275s,0x00,,
15.175051s,0x00,,
15.17628925s,0x00,,
15.17752775s,0x00,,
15.178766s,0x00,,
15.18000425s,0x18,,
15.1812425s,0x01,,
15.18248075s,0x00,,
15.18371925s,0x00,,
15.1849575s,0x00,,
15.18619575s,0x00,,
15.187434s,0x00,,
15.18867225s,0x00,,
15.18991075s,0x00,,
15.191149s,0x05,,
15.19238725s,0x00,,
15.1936255s,0x08,,
15.19486375s,0x3B,,
15.196102s,0x11,,
15.1973405s,0x00,,
15.19857875s,0x04,,
15.199817s,0x08,,
15.20105525s,0x01,,
15.2022935s,0x2C,,
15.203532s,0x32,,
15.20477025s,0x00,,
15.2060085s,0x00,,
15.20724675s,0x20,,
15.208485s,0x06,,
15.2097235s,0x0A,,
15.21096175s,0x32,,
15.2122s,0x00,,
15.21343825s,0xE8,,
15.356565s,0xFE,,
15.3578035s,0x55,,
15.35904175s,0xEF,,
15.36028s,0x2F,,
15.36151825s,0x7C,,
15.3627565s,0x00,,
15.363995s,0x00,,
15.36523325s,0x00,,
15.3664715s,0x00,,
15.36770975s,0x00,,
15.368948s,0x00,,
15.3701865s,0x00,,
15.37142475s,0x00,,
15.372663s,0x00,,
15.37390125s,0x00,,
15.3751395s,0x00,,
15.376378s,0x00,,
15.37761625s,0x00,,
15.3788545s,0x00,,
15.38009275s,0x00,,
15.381331s,0x00,,
15.3825695s,0x00,,
15.38380775s,0x00,,
15.385046s,0x00,,
15.38628425s,0x00,,
15.3875225s,0x00,,
15.388761s,0x00,,
15.38999925s,0x00,,
15.3912375s,0x00,,
15.39247575s,0x00,,
15.393714s,0x01,,
15.3949525s,0x00,,
15.39619075s,0x00,,
15.397429s,0x00,,
15.39866725s,0x00,,
15.3999055s,0x00,,
15.401144s,0x00,,
15.40238225s,0x00,,
15.4036205s,0x00,,
15.40485875s,0x00,,
15.406097s,0x00,,
15.4073355s,0x00,,
15.40857375s,0x00,,
15.409812s,0x00,,
15.41105025s,0x00,,
15.4122885s,0x00,,
15.413527s,0x00,,
15.41476525s,0x00,,
15.4160035s,0x00,,
15.41724175s,0x00,,
15.41848s,0xAC,,
15.5543835s,0xFE,,
15.55562175s,0x55,,
15.55686s,0xEF,,
15.55809825s,0x13,,
15.55933675s,0x7A,,
15.560575s,0x01,,
15.56181325s,0x00,,
15.5630515s,0x00,,
15.56428975s,0x00,,
15.56552825s,0x00,,
15.5667665s,0x00,,
15.56800475s,0x00,,
15.569243s,0x00,,
15.57048125s,0x00,,
15.5717195s,0x00,,
15.572958s,0x00,,
15.57419625s,0x00,,
15.5754345s,0x00,,
15.57667275s,0x00,,
15.577911s,0x00,,
15.5791495s,0x00,,
15.58038775s,0x00,,
15.581626s,0x8E,,
15.756639s,0xFE,,
15.75787725s,0x55,,
15.75911575s,0xEF,,
15.760354s,0x2F,,
15.76159225s,0x7C,,
15.7628305s,0x00,,
15.76406875s,0x00,,
15.76530725s,0x00,,
15.7665455s,0x00,,
15.76778375s,0x00,,
15.769022s,0x00,,
15.77026025s,0x00,,
15.77149875s,0x00,,
15.772737s,0x00,,
15.77397525s,0x00,,
15.7752135s,0x00,,
15.77645175s,0x00,,
15.77769025s,0x00,,
15.7789285s,0x00,,
15.78016675s,0x00,,
15.781405s,0x00,,
15.78264325s,0x00,,
15.78388175s,0x00,,
15.78512s,0x00,,
15.78635825s,0x00,,
15.7875965s,0x00,,
15.78883475s,0x00,,
15.79007325s,0x00,,
15.7913115s,0x00,,
15.79254975s,0x00,,
15.793788s,0x01,,
15.79502625s,0x00,,
15.79626475s,0x00,,
15.797503s,0x00,,
15.79874125s,0x00,,
15.7999795s,0x00,,
15.80121775s,0x00,,
15.80245625s,0x00,,
15.8036945s,0x00,,
15.80493275s,0x00,,
15.806171s,0x00,,
15.80740925s,0x00,,
15.80864775s,0x00,,
15.809886s,0x00,,
15.81112425s,0x00,,
15.8123625s,0x00,,
15.81360075s,0x00,,
15.814839s,0x00,,
15.8160775s,0x00,,
15.81731575s,0x00,,
15.818554s,0xAC,,
15.96116475s,0xFE,,
15.96240325s,0x55,,
15.9636415s,0xEF,,
15.96487975s,0x0D,,
15.966118s,0x7B,,
15.96735625s,0x00,,
15.9685945s,0x00,,
15.969833s,0x00,,
15.97107125s,0x00,,
15.9723095s,0x00,,
15.97354775s,0x00,,
15.97478625s,0x00,,
15.9760245s,0x00,,
15.97726275s,0x00,,
15.978501s,0x00,,
15.97973925s,0x00,,
15.9809775s,0x88,,
16.1694055s,0xFE,,
16.170644s,0x55,,
16.17188225s,0xEF,,
16.1731205s,0x2F,,
16.17435875s,0x7C,,
16.175597s,0x00,,
16.1768355s,0x00,,
16.17807375s,0x00,,
16.179312s,0x00,,
16.18055025s,0x00,,
16.1817885s,0x00,,
16.183027s,0x00,,
16.18426525s,0x00,,
16.1855035s,0x00,,
16.18674175s,0x00,,
16.18798s,0x00,,
16.1892185s,0x00,,
16.19045675s,0x00,,
16.191695s,0x00,,
16.19293325s,0x00,,
16.1941715s,0x00,,
16.19541s,0x00,,
16.19664825s,0x00,,
16.1978865s,0x00,,
16.19912475s,0x00,,
16.200363s,0x00,,
16.2016015s,0x00,,
16.20283975s,0x00,,
16.204078s,0x00,,
16.20531625s,0x00,,
16.2065545s,0x01,,
16.207793s,0x00,,
16.20903125s,0x00,,
16.2102695s,0x00,,
16.21150775s,0x00,,
16.212746s,0x00,,
16.21398425s,0x00,,
16.21522275s,0x00,,
16.216461s,0x00,,
16.21769925s,0x00,,
16.2189375s,0x00,,
16.220176s,0x00,,
16.22141425s,0x00,,
16.2226525s,0x00,,
16.22389075s,0x00,,
16.225129s,0x00,,
16.22636725s,0x00,,
16.22760575s,0x00,,
16.228844s,0x00,,
16.23008225s,0x00,,
16.2313205s,0xAC,,
16.36289s,0xFE,,
16.36412825s,0x55,,
16.3653665s,0xEF,,
16.36660475s,0x0B,,
16.367843s,0x77,,
16.3690815s,0x00,,
16.37031975s,0x00,,
16.371558s,0x00,,
16.37279625s,0x00,,
16.3740345s,0x00,,
16.375273s,0x00,,
16.37651125s,0x00,,
16.3777495s,0x00,,
16.37898775s,0x00,,
16.380226s,0x82,,
16.56019225s,0xFE,,
16.5614305s,0x55,,
16.562669s,0xEF,,
16.56390725s,0x2F,,
16.5651455s,0x7C,,
16.56638375s,0x00,,
16.567622s,0x00,,
16.5688605s,0x00,,
16.57009875s,0x00,,
16.571337s,0x00,,
16.57257525s,0x00,,
16.5738135s,0x00,,
16.575052s,0x00,,
16.57629025s,0x00,,
16.5775285s,0x00,,
16.57876675s,0x00,,
16.580005s,0x00,,
16.5812435s,0x00,,
16.58248175s,0x00,,
16.58372s,0x00,,
16.58495825s,0x00,,
16.5861965s,0x00,,
16.587435s,0x00,,
16.58867325s,0x00,,
16.5899115s,0x00,,
16.59114975s,0x00,,
16.592388s,0x00,,
16.59362625s,0x00,,
16.59486475s,0x00,,
16.596103s,0x00,,
16.59734125s,0x01,,
16.5985795s,0x00,,
16.59981775s,0x00,,
16.60105625s,0x00,,
16.6022945s,0x00,,
16.60353275s,0x00,,
16.604771s,0x00,,
16.6060095s,0x00,,
16.60724775s,0x00,,
16.608486s,0x00,,
16.60972425s,0x00,,
16.6109625s,0x00,,
16.61220075s,0x00,,
16.61343925s,0x00,,
16.6146775s,0x00,,
16.61591575s,0x00,,
16.617154s,0x00,,
16.61839225s,0x00,,
16.61963075s,0x00,,
16.620869s,0x00,,
16.62210725s,0xAC,,
16.763583s,0xFE,,
16.76482125s,0x55,,
16.7660595s,0xEF,,
16.767298s,0x2C,,
16.76853625s,0x7D,,
16.7697745s,0x00,,
16.77101275s,0x00,,
16.772251s,0x00,,
16.77348925s,0x00,,
16.77472775s,0x00,,
16.775966s,0x00,,
16.77720425s,0x00,,
16.7784425s,0x00,,
16.779681s,0x00,,
16.78091925s,0x00,,
16.7821575s,0x00,,
16.78339575s,0x00,,
16.784634s,0x00,,
16.7858725s,0x00,,
16.78711075s,0x00,,
16.788349s,0x18,,
16.78958725s,0x01,,
16.7908255s,0x00,,
16.792064s,0x00,,
16.79330225s,0x00,,
16.7945405s,0x00,,
16.79577875s,0x00,,
16.797017s,0x00,,
16.79825525s,0x00,,
16.79949375s,0x05,,
16.800732s,0x00,,
16.80197025s,0x08,,
16.8032085s,0x3B,,
16.80444675s,0x11,,
16.80568525s,0x00,,
16.8069235s,0x04,,
16.80816175s,0x08,,
16.8094s,0x01,,
16.8106385s,0x2C,,
16.81187675s,0x32,,
16.813115s,0x00,,
16.81435325s,0x00,,
16.8155915s,0x20,,
16.81682975s,0x06,,
16.81806825s,0x0A,,
16.8193065s,0x32,,
16.82054475s,0x00,,
16.821783s,0xE8,,
16.9684185s,0xFE,,
16.96965675s,0x55,,
16.970895s,0xEF,,
16.97213325s,0x2F,,
16.97337175s,0x7C,,
16.97461s,0x00,,
16.97584825s,0x00,,
16.9770865s,0x00,,
16.97832475s,0x00,,
16.97956325s,0x00,,
16.9808015s,0x00,,
16.98203975s,0x00,,
16.983278s,0x00,,
16.98451625s,0x00,,
16.9857545s,0x00,,
16.986993s,0x00,,
16.98823125s,0x00,,
16.9894695s,0x00,,
16.99070775s,0x00,,
16.991946s,0x00,,
16.9931845s,0x00,,
16.99442275s,0x00,,
16.995661s,0x00,,
16.99689925s,0x00,,
16.9981375s,0x00,,
16.999376s,0x00,,
17.00061425s,0x00,,
17.0018525s,0x00,,
17.00309075s,0x00,,
17.004329s,0x00,,
17.0055675s,0x01,,
17.00680575s,0x00,,
17.008044s,0x00,,
17.00928225s,0x00,,
17.01052075s,0x00,,
17.011759s,0x00,,
17.01299725s,0x00,,
17.0142355s,0x00,,
17.01547375s,0x00,,
17.016712s,0x00,,
17.0179505s,0x00,,
17.01918875s,0x00,,
17.020427s,0x00,,
17.02166525s,0x00,,
17.0229035s,0x00,,
17.024142s,0x00,,
17.02538025s,0x00,,
17.0266185s,0x00,,
17.02785675s,0x00,,
17.029095s,0x00,,
17.0303335s,0xAC,,
17.16943575s,0xFE,,
17.170674s,0x55,,
17.17191225s,0xEF,,
17.1731505s,0x13,,
17.174389s,0x7A,,
17.17562725s,0x01,,
17.1768655s,0x00,,
17.17810375s,0x00,,
17.179342s,0x00,,
17.1805805s,0x00,,
17.18181875s,0x00,,
17.183057s,0x00,,
17.18429525s,0x00,,
17.1855335s,0x00,,
17.186772s,0x00,,
17.18801025s,0x00,,
17.1892485s,0x00,,
17.19048675s,0x00,,
17.191725s,0x00,,
17.1929635s,0x00,,
17.19420175s,0x00,,
17.19544s,0x00,,
17.19667825s,0x8E,,
17.35930825s,0xFE,,
17.36054675s,0x55,,
17.361785s,0xEF,,
17.36302325s,0x2F,,
17.3642615s,0x7C,,
17.36549975s,0x00,,
17.36673825s,0x00,,
17.3679765s,0x00,,
17.36921475s,0x00,,
17.370453s,0x00,,
17.37169125s,0x00,,
17.37292975s,0x00,,
17.374168s,0x00,,
17.37540625s,0x00,,
17.3766445s,0x00,,
17.37788275s,0x00,,
17.37912125s,0x00,,
17.3803595s,0x00,,
17.38159775s,0x00,,
17.382836s,0x00,,
17.38407425s,0x00,,
17.38531275s,0x00,,
17.386551s,0x00,,
17.38778925s,0x00,,
17.3890275s,0x00,,
17.39026575s,0x00,,
17.39150425s,0x00,,
17.3927425s,0x00,,
17.39398075s,0x00,,
17.395219s,0x00,,
17.39645725s,0x01,,
17.39769575s,0x00,,
17.398934s,0x00,,
17.40017225s,0x00,,
17.4014105s,0x00,,
17.40264875s,0x00,,
17.40388725s,0x00,,
17.4051255s,0x00,,
17.40636375s,0x00,,
17.407602s,0x00,,
17.40884025s,0x00,,
17.41007875s,0x00,,
17.411317s,0x00,,
17.41255525s,0x00,,
17.4137935s,0x00,,
17.41503175s,0x00,,
17.41627025s,0x00,,
17.4175085s,0x00,,
17.41874675s,0x00,,
17.419985s,0x00,,
17.42122325s,0xAC,,
17.56785875s,0xFE,,
17.569097s,0x55,,
17.57033525s,0xEF,,
17.5715735s,0x0D,,
17.57281175s,0x7B,,
17.57405025s,0x00,,
17.5752885s,0x00,,
17.57652675s,0x00,,
17.577765s,0x00,,
17.57900325s,0x00,,
17.58024175s,0x00,,
17.58148s,0x00,,
17.58271825s,0x00,,
17.5839565s,0x00,,
17.58519475s,0x00,,
17.58643325s,0x00,,
17.5876715s,0x88,,
17.75938225s,0xFE,,
17.76062075s,0x55,,
17.761859s,0xEF,,
17.76309725s,0x2F,,
17.7643355s,0x7C,,
17.76557375s,0x00,,
17.76681225s,0x00,,
17.7680505s,0x00,,
17.76928875s,0x00,,
17.770527s,0x00,,
17.77176525s,0x00,,
17.77300375s,0x00,,
17.774242s,0x00,,
17.77548025s,0x00,,
17.7767185s,0x00,,
17.77795675s,0x00,,
17.77919525s,0x00,,
17.7804335s,0x00,,
17.78167175s,0x00,,
17.78291s,0x00,,
17.78414825s,0x00,,
17.78538675s,0x00,,
17.786625s,0x00,,
17.78786325s,0x00,,
17.7891015s,0x00,,
17.79033975s,0x00,,
17.79157825s,0x00,,
17.7928165s,0x00,,
17.79405475s,0x00,,
17.795293s,0x00,,
17.79653125s,0x01,,
17.79776975s,0x00,,
17.799008s,0x00,,
17.80024625s,0x00,,
17.8014845s,0x00,,
17.80272275s,0x00,,
17.80396125s,0x00,,
17.8051995s,0x00,,
17.80643775s,0x00,,
17.807676s,0x00,,
17.80891425s,0x00,,
17.81015275s,0x00,,
17.811391s,0x00,,
17.81262925s,0x00,,
17.8138675s,0x00,,
17.81510575s,0x00,,
17.81634425s,0x00,,
17.8175825s,0x00,,
17.81882075s,0x00,,
17.820059s,0x00,,
17.82129725s,0xAC,,
17.9641145s,0xFE,,
17.96535275s,0x55,,
17.96659125s,0xEF,,
17.9678295s,0x0B,,
17.96906775s,0x77,,
17.970306s,0x00,,
17.97154425s,0x00,,
17.97278275s,0x00,,
17.974021s,0x00,,
17.97525925s,0x00,,
17.9764975s,0x00,,
17.97773575s,0x00,,
17.97897425s,0x00,,
17.9802125s,0x00,,
17.98145075s,0x82,,
18.16533825s,0xFE,,
18.1665765s,0x55,,
18.167815s,0xEF,,
18.16905325s,0x2F,,
18.1702915s,0x7C,,
18.17152975s,0x00,,
18.172768s,0x00,,
18.1740065s,0x00,,
18.17524475s,0x00,,
18.176483s,0x00,,
18.17772125s,0x00,,
18.1789595s,0x00,,
18.180198s,0x00,,
18.18143625s,0x00,,
18.1826745s,0x00,,
18.18391275s,0x00,,
18.185151s,0x00,,
18.1863895s,0x00,,
18.18762775s,0x00,,
18.188866s,0x00,,
18.19010425s,0x00,,
18.1913425s,0x00,,
18.192581s,0x00,,
18.19381925s,0x00,,
18.1950575s,0x00,,
18.19629575s,0x00,,
18.197534s,0x00,,
18.1987725s,0x00,,
18.20001075s,0x00,,
18.201249s,0x00,,
18.20248725s,0x01,,
18.2037255s,0x00,,
18.204964s,0x00,,
18.20620225s,0x00,,
18.2074405s,0x00,,
18.20867875s,0x00,,
18.209917s,0x00,,
18.2111555s,0x00,,
18.21239375s,0x00,,
18.213632s,0x00,,
18.21487025s,0x00,,
18.2161085s,0x00,,
18.217347s,0x00,,
18.21858525s,0x00,,
18.2198235s,0x00,,
18.22106175s,0x00,,
18.2223s,0x00,,
18.2235385s,0x00,,
18.22477675s,0x00,,
18.226015s,0x00,,
18.22725325s,0xAC,,
18.36728425s,0xFE,,
18.36852275s,0x55,,
18.369761s,0xEF,,
18.37099925s,0x2C,,
18.3722375s,0x7D,,
18.37347575s,0x00,,
18.37471425s,0x00,,
18.3759525s,0x00,,
18.37719075s,0x00,,
18.378429s,0x00,,
18.37966725s,0x00,,
18.3809055s,0x00,,
18.382144s,0x00,,
18.38338225s,0x00,,
18.3846205s,0x00,,
18.38585875s,0x00,,
18.38709725s,0x00,,
18.3883355s,0x00,,
18.38957375s,0x00,,
18.390812s,0x00,,
18.39205025s,0x18,,
18.39328875s,0x01,,
18.394527s,0x00,,
18.39576525s,0x00,,
18.3970035s,0x00,,
18.39824175s,0x00,,
18.39948025s,0x00,,
18.4007185s,0x00,,
18.40195675s,0x00,,
18.403195s,0x05,,
18.40443325s,0x00,,
18.40567175s,0x08,,
18.40691s,0x3B,,
18.40814825s,0x11,,
18.4093865s,0x00,,
18.41062475s,0x04,,
18.41186325s,0x08,,
18.4131015s,0x01,,
18.41433975s,0x2C,,
18.415578s,0x32,,
18.41681625s,0x00,,
18.41805475s,0x00,,
18.419293s,0x20,,
18.42053125s,0x06,,
18.4217695s,0x0A,,
18.42300775s,0x32,,
18.424246s,0x00,,
18.4254845s,0xE8,,
18.56489625s,0xFE,,
18.56613475s,0x55,,
18.567373s,0xEF,,
18.56861125s,0x2F,,
18.5698495s,0x7C,,
18.571088s,0x00,,
18.57232625s,0x00,,
18.5735645s,0x00,,
18.57480275s,0x00,,
18.576041s,0x00,,
18.57727925s,0x00,,
18.57851775s,0x00,,
18.579756s,0x00,,
18.58099425s,0x00,,
18.5822325s,0x00,,
18.58347075s,0x00,,
18.58470925s,0x00,,
18.5859475s,0x00,,
18.58718575s,0x00,,
18.588424s,0x00,,
18.58966225s,0x00,,
18.59090075s,0x00,,
18.592139s,0x00,,
18.59337725s,0x00,,
18.5946155s,0x00,,
18.59585375s,0x00,,
18.59709225s,0x00,,
18.5983305s,0x00,,
18.59956875s,0x00,,
18.600807s,0x00,,
18.60204525s,0x01,,
18.60328375s,0x00,,
18.604522s,0x00,,
18.60576025s,0x00,,
18.6069985s,0x00,,
18.60823675s,0x00,,
18.60947525s,0x00,,
18.6107135s,0x00,,
18.61195175s,0x00,,
18.61319s,0x00,,
18.61442825s,0x00,,
18.61566675s,0x00,,
18.616905s,0x00,,
18.61814325s,0x00,,
18.6193815s,0x00,,
18.62061975s,0x00,,
18.62185825s,0x00,,
18.6230965s,0x00,,
18.62433475s,0x00,,
18.625573s,0x00,,
18.62681125s,0xAC,,
18.767668s,0xFE,,
18.76890625s,0x55,,
18.7701445s,0xEF,,
18.77138275s,0x13,,
18.77262125s,0x7A,,
18.7738595s,0x01,,
18.77509775s,0x00,,
18.776336s,0x00,,
18.77757425s,0x00,,
18.77881275s,0x00,,
18.780051s,0x00,,
18.78128925s,0x00,,
18.7825275s,0x00,,
18.78376575s,0x00,,
18.78500425s,0x00,,
18.7862425s,0x00,,
18.78748075s,0x00,,
18.788719s,0x00,,
18.78995725s,0x00,,
18.7911955s,0x00,,
18.792434s,0x00,,
18.79367225s,0x00,,
18.7949105s,0x8E,,
18.9726065s,0xFE,,
18.973845s,0x55,,
18.97508325s,0xEF,,
18.9763215s,0x2F,,
18.97755975s,0x7C,,
18.978798s,0x00,,
18.9800365s,0x00,,
18.98127475s,0x00,,
18.982513s,0x00,,
18.98375125s,0x00,,
18.9849895s,0x00,,
18.986228s,0x00,,
18.98746625s,0x00,,
18.9887045s,0x00,,
18.98994275s,0x00,,
18.991181s,0x00,,
18.9924195s,0x00,,
18.99365775s,0x00,,
18.994896s,0x00,,
18.99613425s,0x00,,
18.9973725s,0x00,,
18.99861075s,0x00,,
18.99984925s,0x00,,
19.0010875s,0x00,,
19.00232575s,0x00,,
19.003564s,0x00,,
19.00480225s,0x00,,
19.00604075s,0x00,,
19.007279s,0x00,,
19.00851725s,0x00,,
19.0097555s,0x01,,
19.010994s,0x00,,
19.01223225s,0x00,,
19.0134705s,0x00,,
19.01470875s,0x00,,
19.015947s,0x00,,
19.01718525s,0x00,,
19.01842375s,0x00,,
19.019662s,0x00,,
19.02090025s,0x00,,
19.0221385s,0x00,,
19.02337675s,0x00,,
19.02461525s,0x00,,
19.0258535s,0x00,,
19.02709175s,0x00,,
19.02833s,0x00,,
19.02956825s,0x00,,
19.03080675s,0x00,,
19.032045s,0x00,,
19.03328325s,0x00,,
19.0345215s,0xAC,,
19.16278875s,0xFE,,
19.164027s,0x55,,
19.1652655s,0xEF,,
19.16650375s,0x0D,,
19.167742s,0x7B,,
19.16898025s,0x00,,
19.1702185s,0x00,,
19.17145675s,0x00,,
19.17269525s,0x00,,
19.1739335s,0x00,,
19.17517175s,0x00,,
19.17641s,0x00,,
19.1776485s,0x00,,
19.17888675s,0x00,,
19.180125s,0x00,,
19.18136325s,0x00,,
19.1826015s,0x88,,
19.363806s,0xFE,,
19.3650445s,0x55,,
19.36628275s,0xEF,,
19.367521s,0x2F,,
19.36875925s,0x7C,,
19.3699975s,0x00,,
19.371236s,0x00,,
19.37247425s,0x00,,
19.3737125s,0x00,,
19.37495075s,0x00,,
19.376189s,0x00,,
19.3774275s,0x00,,
19.37866575s,0x00,,
19.379904s,0x00,,
19.38114225s,0x00,,
19.3823805s,0x00,,
19.383619s,0x00,,
19.38485725s,0x00,,
19.3860955s,0x00,,
19.38733375s,0x00,,
19.388572s,0x00,,
19.3898105s,0x00,,
19.39104875s,0x00,,
19.392287s,0x00,,
19.39352525s,0x00,,
19.3947635s,0x00,,
19.396002s,0x00,,
19.39724025s,0x00,,
19.3984785s,0x00,,
19.39971675s,0x00,,
19.400955s,0x01,,
19.4021935s,0x00,,
19.40343175s,0x00,,
19.40467s,0x00,,
19.40590825s,0x00,,
19.40714675s,0x00,,
19.408385s,0x00,,
19.40962325s,0x00,,
19.4108615s,0x00,,
19.41209975s,0x00,,
19.413338s,0x00,,
19.4145765s,0x00,,
19.41581475s,0x00,,
19.417053s,0x00,,
19.41829125s,0x00,,
19.4195295s,0x00,,
19.420768s,0x00,,
19.42200625s,0x00,,
19.4232445s,0x00,,
19.42448275s,0x00,,
19.425721s,0xAC,,
19.56575225s,0xFE,,
19.5669905s,0x55,,
19.56822875s,0xEF,,
19.569467s,0x0B,,
19.57070525s,0x77,,
19.57194375s,0x00,,
19.573182s,0x00,,
19.57442025s,0x00,,
19.5756585s,0x00,,
19.57689675s,0x00,,
19.57813525s,0x00,,
19.5793735s,0x00,,
19.58061175s,0x00,,
19.58185s,0x00,,
19.58308825s,0x82,,
19.77554075s,0xFE,,
19.776779s,0x55,,
19.7780175s,0xEF,,
19.77925575s,0x2F,,
19.780494s,0x7C,,
19.78173225s,0x00,,
19.7829705s,0x00,,
19.784209s,0x00,,
19.78544725s,0x00,,
19.7866855s,0x00,,
19.78792375s,0x00,,
19.789162s,0x00,,
19.7904005s,0x00,,
19.79163875s,0x00,,
19.792877s,0x00,,
19.79411525s,0x00,,
19.7953535s,0x00,,
19.796592s,0x00,,
19.79783025s,0x00,,
19.7990685s,0x00,,
19.80030675s,0x00,,
19.801545s,0x00,,
19.8027835s,0x00,,
19.80402175s,0x00,,
19.80526s,0x00,,
19.80649825s,0x00,,
19.8077365s,0x00,,
19.808975s,0x00,,
19.81021325s,0x00,,
19.8114515s,0x00,,
19.81268975s,0x01,,
19.813928s,0x00,,
19.8151665s,0x00,,
19.81640475s,0x00,,
19.817643s,0x00,,
19.81888125s,0x00,,
19.8201195s,0x00,,
19.821358s,0x00,,
19.82259625s,0x00,,
19.8238345s,0x00,,
19.82507275s,0x00,,
19.826311s,0x00,,
19.8275495s,0x00,,
19.82878775s,0x00,,
19.830026s,0x00,,
19.83126425s,0x00,,
19.8325025s,0x00,,
19.833741s,0x00,,
19.83497925s,0x00,,
19.8362175s,0x00,,
19.83745575s,0xAC,,
19.98140825s,0xFE,,
19.9826465s,0x55,,
19.98388475s,0xEF,,
19.985123s,0x2C,,
19.98636125s,0x7D,,
19.98759975s,0x00,,
19.988838s,0x00,,
19.99007625s,0x00,,
19.9913145s,0x00,,
19.99255275s,0x00,,
19.993791s,0x00,,
19.9950295s,0x00,,
19.99626775s,0x00,,
19.997506s,0x00,,
19.99874425s,0x00,,
19.99998275s,0x00,,
20.001221s,0x00,,
20.00245925s,0x00,,
20.0036975s,0x00,,
20.00493575s,0x00,,
20.00617425s,0x18,,
20.0074125s,0x01,,
20.00865075s,0x00,,
20.009889s,0x00,,
20.01112725s,0x00,,
20.01236575s,0x00,,
20.013604s,0x00,,
20.01484225s,0x00,,
20.0160805s,0x00,,
20.01731875s,0x05,,
20.018557s,0x00,,
20.0197955s,0x08,,
20.02103375s,0x3B,,
20.022272s,0x11,,
20.02351025s,0x00,,
20.0247485s,0x04,,
20.025987s,0x08,,
20.02722525s,0x01,,
20.0284635s,0x2C,,
20.02970175s,0x32,,
20.03094s,0x00,,
20.0321785s,0x00,,
20.03341675s,0x20,,
20.034655s,0x06,,
20.03589325s,0x0A,,
20.0371315s,0x32,,
20.03837s,0x00,,
20.03960825s,0xE8,,
20.186966s,0xFE,,
20.18820425s,0x55,,
20.1894425s,0xEF,,
20.19068075s,0x2F,,
20.19191925s,0x7C,,
20.1931575s,0x00,,
20.19439575s,0x00,,
20.195634s,0x00,,
20.19687225s,0x00,,
20.19811075s,0x00,,
20.199349s,0x00,,
20.20058725s,0x00,,
20.2018255s,0x00,,
20.20306375s,0x00,,
20.20430225s,0x00,,
20.2055405s,0x00,,
20.20677875s,0x00,,
20.208017s,0x00,,
20.20925525s,0x00,,
20.21049375s,0x00,,
20.211732s,0x00,,
20.21297025s,0x00,,
20.2142085s,0x00,,
20.21544675s,0x00,,
20.21668525s,0x00,,
20.2179235s,0x00,,
20.21916175s,0x00,,
20.2204s,0x00,,
20.22163825s,0x00,,
20.22287675s,0x00,,
20.224115s,0x01,,
20.22535325s,0x00,,
20.2265915s,0x00,,
20.22782975s,0x00,,
20.229068s,0x00,,
20.2303065s,0x00,,
20.23154475s,0x00,,
20.232783s,0x00,,
20.23402125s,0x00,,
20.23525975s,0x00,,
20.236498s,0x00,,
20.23773625s,0x00,,
20.2389745s,0x00,,
20.24021275s,0x00,,
20.24145125s,0x00,,
20.2426895s,0x00,,
20.24392775s,0x00,,
20.245166s,0x00,,
20.24640425s,0x00,,
20.24764275s,0x00,,
20.248881s,0xAC,,
20.37322675s,0xFE,,
20.37446525s,0x55,,
20.3757035s,0xEF,,
20.37694175s,0x13,,
20.37818s,0x7A,,
20.37941825s,0x01,,
20.38065675s,0x00,,
20.381895s,0x00,,
20.38313325s,0x00,,
20.3843715s,0x00,,
20.38560975s,0x00,,
20.38684825s,0x00,,
20.3880865s,0x00,,
20.38932475s,0x00,,
20.390563s,0x00,,
20.39180125s,0x00,,
20.39303975s,0x00,,
20.394278s,0x00,,
20.39551625s,0x00,,
20.3967545s,0x00,,
20.39799275s,0x00,,
20.39923125s,0x00,,
20.4004695s,0x8E,,
20.57476025s,0xFE,,
20.5759985s,0x55,,
20.57723675s,0xEF,,
20.578475s,0x2F,,
20.57971325s,0x7C,,
20.58095175s,0x00,,
20.58219s,0x00,,
20.58342825s,0x00,,
20.5846665s,0x00,,
20.58590475s,0x00,,
20.58714325s,0x00,,
20.5883815s,0x00,,
20.58961975s,0x00,,
20.590858s,0x00,,
20.5920965s,0x00,,
20.59333475s,0x00,,
20.594573s,0x00,,
20.59581125s,0x00,,
20.5970495s,0x00,,
20.598288s,0x00,,
20.59952625s,0x00,,
20.6007645s,0x00,,
20.60200275s,0x00,,
20.603241s,0x00,,
20.6044795s,0x00,,
20.60571775s,0x00,,
20.606956s,0x00,,
20.60819425s,0x00,,
20.6094325s,0x00,,
20.610671s,0x00,,
20.61190925s,0x01,,
20.6131475s,0x00,,
20.61438575s,0x00,,
20.615624s,0x00,,
20.61686225s,0x00,,
20.61810075s,0x00,,
20.619339s,0x00,,
20.62057725s,0x00,,
20.6218155s,0x00,,
20.62305375s,0x00,,
20.62429225s,0x00,,
20.6255305s,0x00,,
20.62676875s,0x00,,
20.628007s,0x00,,
20.6292455s,0x00,,
20.63048375s,0x00,,
20.631722s,0x00,,
20.63296025s,0x00,,
