Time [s],Value,Parity Error,Framing Error
28.66312925s,0x00,,
28.6643675s,0x00,,
28.66560575s,0x00,,
28.666844s,0x00,,
28.66808225s,0x00,,
28.66932075s,0x00,,
28.670559s,0x00,,
28.67179725s,0xAC,,
28.8167815s,0xFE,,
28.81801975s,0x55,,
28.81925825s,0xEF,,
28.8204965s,0x0D,,
28.82173475s,0x7B,,
28.822973s,0x00,,
28.82421125s,0x00,,
28.82544975s,0x00,,
28.826688s,0x00,,
28.82792625s,0x00,,
28.8291645s,0x00,,
28.83040275s,0x00,,
28.83164125s,0x00,,
28.8328795s,0x00,,
28.83411775s,0x00,,
28.835356s,0x00,,
28.83659425s,0x88,,
29.01769575s,0xFE,,
29.018934s,0x55,,
29.02017225s,0xEF,,
29.02141075s,0x2F,,
29.022649s,0x7C,,
29.02388725s,0x00,,
29.0251255s,0x00,,
29.02636375s,0x00,,
29.02760225s,0x00,,
29.0288405s,0x00,,
29.03007875s,0x00,,
29.031317s,0x00,,
29.0325555s,0x00,,
29.03379375s,0x00,,
29.035032s,0x00,,
29.03627025s,0x00,,
29.0375085s,0x00,,
29.03874675s,0x00,,
29.03998525s,0x00,,
29.0412235s,0x00,,
29.04246175s,0x00,,
29.0437s,0x00,,
29.0449385s,0x00,,
29.04617675s,0x00,,
29.047415s,0x00,,
29.04865325s,0x00,,
29.0498915s,0x00,,
29.05113s,0x00,,
29.05236825s,0x00,,
29.0536065s,0x00,,
29.05484475s,0x01,,
29.056083s,0x00,,
29.0573215s,0x00,,
29.05855975s,0x00,,
29.059798s,0x00,,
29.06103625s,0x00,,
29.0622745s,0x00,,
29.06351275s,0x00,,
29.06475125s,0x00,,
29.0659895s,0x00,,
29.06722775s,0x00,,
29.068466s,0x00,,
29.0697045s,0x00,,
29.07094275s,0x00,,
29.072181s,0x00,,
29.07341925s,0x00,,
29.0746575s,0x00,,
29.075896s,0x00,,
29.07713425s,0x00,,
29.0783725s,0x00,,
29.07961075s,0xAC,,
29.2189195s,0xFE,,
29.22015775s,0x55,,
29.22139625s,0xEF,,
29.2226345s,0x0B,,
29.22387275s,0x77,,
29.225111s,0x00,,
29.22634925s,0x00,,
29.22758775s,0x00,,
29.228826s,0x00,,
29.23006425s,0x00,,
29.2313025s,0x00,,
29.23254075s,0x00,,
29.23377925s,0x00,,
29.2350175s,0x00,,
29.23625575s,0x82,,
29.431288s,0xFE,,
29.43252625s,0x55,,
29.4337645s,0xEF,,
29.435003s,0x2F,,
29.43624125s,0x7C,,
29.4374795s,0x00,,
29.43871775s,0x00,,
29.43995625s,0x00,,
29.4411945s,0x00,,
29.44243275s,0x00,,
29.443671s,0x00,,
29.44490925s,0x00,,
29.44614775s,0x00,,
29.447386s,0x00,,
29.44862425s,0x00,,
29.4498625s,0x00,,
29.45110075s,0x00,,
29.45233925s,0x00,,
29.4535775s,0x00,,
29.45481575s,0x00,,
29.456054s,0x00,,
29.45729225s,0x00,,
29.45853075s,0x00,,
29.459769s,0x00,,
29.46100725s,0x00,,
29.4622455s,0x00,,
29.46348375s,0x00,,
29.46472225s,0x00,,
29.4659605s,0x00,,
29.46719875s,0x00,,
29.468437s,0x01,,
29.46967525s,0x00,,
29.47091375s,0x00,,
29.472152s,0x00,,
29.47339025s,0x00,,
29.4746285s,0x00,,
29.47586675s,0x00,,
29.47710525s,0x00,,
29.4783435s,0x00,,
29.47958175s,0x00,,
29.48082s,0x00,,
29.48205825s,0x00,,
29.48329675s,0x00,,
29.484535s,0x00,,
29.48577325s,0x00,,
29.4870115s,0x00,,
29.48824975s,0x00,,
29.48948825s,0x00,,
29.4907265s,0x00,,
29.49196475s,0x00,,
29.493203s,0xAC,,
29.6200255s,0xFE,,
29.621264s,0x55,,
29.62250225s,0xEF,,
29.6237405s,0x2C,,
29.62497875s,0x7D,,
29.626217s,0x00,,
29.6274555s,0x00,,
29.62869375s,0x00,,
29.629932s,0x00,,
29.63117025s,0x00,,
29.6324085s,0x00,,
29.633647s,0x00,,
29.63488525s,0x00,,
29.6361235s,0x00,,
29.63736175s,0x00,,
29.6386s,0x00,,
29.6398385s,0x00,,
29.64107675s,0x00,,
29.642315s,0x00,,
29.64355325s,0x00,,
29.6447915s,0x18,,
29.64603s,0x01,,
29.64726825s,0x00,,
29.6485065s,0x00,,
29.64974475s,0x00,,
29.650983s,0x00,,
29.6522215s,0x00,,
29.65345975s,0x00,,
29.654698s,0x00,,
29.65593625s,0x05,,
29.6571745s,0x00,,
29.658413s,0x08,,
29.65965125s,0x3B,,
29.6608895s,0x11,,
29.66212775s,0x00,,
29.663366s,0x04,,
29.6646045s,0x08,,
29.66584275s,0x01,,
29.667081s,0x2C,,
29.66831925s,0x32,,
29.6695575s,0x00,,
29.670796s,0x00,,
29.67203425s,0x20,,
29.6732725s,0x06,,
29.67451075s,0x0A,,
29.675749s,0x32,,
29.6769875s,0x00,,
29.67822575s,0xE8,,
29.81392275s,0xFE,,
29.815161s,0x55,,
29.8163995s,0xEF,,
29.81763775s,0x2F,,
29.818876s,0x7C,,
29.82011425s,0x00,,
29.8213525s,0x00,,
29.822591s,0x00,,
29.82382925s,0x00,,
29.8250675s,0x00,,
29.82630575s,0x00,,
29.827544s,0x00,,
29.8287825s,0x00,,
29.83002075s,0x00,,
29.831259s,0x00,,
29.83249725s,0x00,,
29.8337355s,0x00,,
29.834974s,0x00,,
29.83621225s,0x00,,
29.8374505s,0x00,,
29.83868875s,0x00,,
29.839927s,0x00,,
29.8411655s,0x00,,
29.84240375s,0x00,,
29.843642s,0x00,,
29.84488025s,0x00,,
29.8461185s,0x00,,
29.847357s,0x00,,
29.84859525s,0x00,,
29.8498335s,0x00,,
29.85107175s,0x01,,
29.85231s,0x00,,
29.8535485s,0x00,,
29.85478675s,0x00,,
29.856025s,0x00,,
29.85726325s,0x00,,
29.8585015s,0x00,,
29.85974s,0x00,,
29.86097825s,0x00,,
29.8622165s,0x00,,
29.86345475s,0x00,,
29.864693s,0x00,,
29.8659315s,0x00,,
29.86716975s,0x00,,
29.868408s,0x00,,
29.86964625s,0x00,,
29.8708845s,0x00,,
29.872123s,0x00,,
29.87336125s,0x00,,
29.8745995s,0x00,,
29.87583775s,0xAC,,
30.0205125s,0xFE,,
30.02175075s,0x55,,
30.02298925s,0xEF,,
30.0242275s,0x13,,
30.02546575s,0x7A,,
30.026704s,0x01,,
30.02794225s,0x00,,
30.02918075s,0x00,,
30.030419s,0x00,,
30.03165725s,0x00,,
30.0328955s,0x00,,
30.03413375s,0x00,,
30.03537225s,0x00,,
30.0366105s,0x00,,
30.03784875s,0x00,,
30.039087s,0x00,,
30.04032525s,0x00,,
30.04156375s,0x00,,
30.042802s,0x00,,
30.04404025s,0x00,,
30.0452785s,0x00,,
30.04651675s,0x00,,
30.04775525s,0x8E,,
30.21657675s,0xFE,,
30.217815s,0x55,,
30.21905325s,0xEF,,
30.22029175s,0x2F,,
30.22153s,0x7C,,
30.22276825s,0x00,,
30.2240065s,0x00,,
30.22524475s,0x00,,
30.22648325s,0x00,,
30.2277215s,0x00,,
30.22895975s,0x00,,
30.230198s,0x00,,
30.23143625s,0x00,,
30.23267475s,0x00,,
30.233913s,0x00,,
30.23515125s,0x00,,
30.2363895s,0x00,,
30.23762775s,0x00,,
30.23886625s,0x00,,
30.2401045s,0x00,,
30.24134275s,0x00,,
30.242581s,0x00,,
30.24381925s,0x00,,
30.24505775s,0x00,,
30.246296s,0x00,,
30.24753425s,0x00,,
30.2487725s,0x00,,
30.25001075s,0x00,,
30.25124925s,0x00,,
30.2524875s,0x00,,
30.25372575s,0x01,,
30.254964s,0x00,,
30.25620225s,0x00,,
30.25744075s,0x00,,
30.258679s,0x00,,
30.25991725s,0x00,,
30.2611555s,0x00,,
30.262394s,0x00,,
30.26363225s,0x00,,
30.2648705s,0x00,,
30.26610875s,0x00,,
30.267347s,0x00,,
30.26858525s,0x00,,
30.26982375s,0x00,,
30.271062s,0x00,,
30.27230025s,0x00,,
30.2735385s,0x00,,
30.27477675s,0x00,,
30.27601525s,0x00,,
30.2772535s,0x00,,
30.27849175s,0xAC,,
30.4512345s,0xFE,,
30.452473s,0x55,,
30.45371125s,0xEF,,
30.4549495s,0x0D,,
30.45618775s,0x7B,,
30.457426s,0x00,,
30.4586645s,0x00,,
30.45990275s,0x00,,
30.461141s,0x00,,
30.46237925s,0x00,,
30.4636175s,0x00,,
30.464856s,0x00,,
30.46609425s,0x00,,
30.4673325s,0x00,,
30.46857075s,0x00,,
30.469809s,0x00,,
30.4710475s,0x88,,
30.61654775s,0xFE,,
30.617786s,0x55,,
30.61902425s,0xEF,,
30.6202625s,0x2F,,
30.621501s,0x7C,,
30.62273925s,0x00,,
30.6239775s,0x00,,
30.62521575s,0x00,,
30.626454s,0x00,,
30.6276925s,0x00,,
30.62893075s,0x00,,
30.630169s,0x00,,
30.63140725s,0x00,,
30.6326455s,0x00,,
30.633884s,0x00,,
30.63512225s,0x00,,
30.6363605s,0x00,,
30.63759875s,0x00,,
30.638837s,0x00,,
30.6400755s,0x00,,
30.64131375s,0x00,,
30.642552s,0x00,,
30.64379025s,0x00,,
30.6450285s,0x00,,
30.646267s,0x00,,
30.64750525s,0x00,,
30.6487435s,0x00,,
30.64998175s,0x00,,
30.65122s,0x00,,
30.6524585s,0x00,,
30.65369675s,0x01,,
30.654935s,0x00,,
30.65617325s,0x00,,
30.6574115s,0x00,,
30.65865s,0x00,,
30.65988825s,0x00,,
30.6611265s,0x00,,
30.66236475s,0x00,,
30.663603s,0x00,,
30.6648415s,0x00,,
30.66607975s,0x00,,
30.667318s,0x00,,
30.66855625s,0x00,,
30.66979475s,0x00,,
30.671033s,0x00,,
30.67227125s,0x00,,
30.6735095s,0x00,,
30.67474775s,0x00,,
30.675986s,0x00,,
30.6772245s,0x00,,
30.67846275s,0xAC,,
30.8209705s,0xFE,,
30.82220875s,0x55,,
30.823447s,0xEF,,
30.82468525s,0x0B,,
30.8259235s,0x77,,
30.827162s,0x00,,
30.82840025s,0x00,,
30.8296385s,0x00,,
30.83087675s,0x00,,
30.83211525s,0x00,,
30.8333535s,0x00,,
30.83459175s,0x00,,
30.83583s,0x00,,
30.83706825s,0x00,,
30.83830675s,0x82,,
31.0148675s,0xFE,,
31.01610575s,0x55,,
31.01734425s,0xEF,,
31.0185825s,0x2F,,
31.01982075s,0x7C,,
31.021059s,0x00,,
31.0222975s,0x00,,
31.02353575s,0x00,,
31.024774s,0x00,,
31.02601225s,0x00,,
31.0272505s,0x00,,
31.028489s,0x00,,
31.02972725s,0x00,,
31.0309655s,0x00,,
31.03220375s,0x00,,
31.033442s,0x00,,
31.0346805s,0x00,,
31.03591875s,0x00,,
31.037157s,0x00,,
31.03839525s,0x00,,
31.0396335s,0x00,,
31.040872s,0x00,,
31.04211025s,0x00,,
31.0433485s,0x00,,
31.04458675s,0x00,,
31.045825s,0x00,,
31.0470635s,0x00,,
31.04830175s,0x00,,
31.04954s,0x00,,
31.05077825s,0x00,,
31.0520165s,0x01,,
31.053255s,0x00,,
31.05449325s,0x00,,
31.0557315s,0x00,,
31.05696975s,0x00,,
31.05820825s,0x00,,
31.0594465s,0x00,,
31.06068475s,0x00,,
31.061923s,0x00,,
31.06316125s,0x00,,
31.0643995s,0x00,,
31.065638s,0x00,,
31.06687625s,0x00,,
31.0681145s,0x00,,
31.06935275s,0x00,,
31.070591s,0x00,,
31.0718295s,0x00,,
31.07306775s,0x00,,
31.074306s,0x00,,
31.07554425s,0x00,,
31.07678275s,0xAC,,
31.223418s,0xFE,,
31.22465625s,0x55,,
31.2258945s,0xEF,,
31.227133s,0x2C,,
31.22837125s,0x7D,,
31.2296095s,0x00,,
31.23084775s,0x00,,
31.232086s,0x00,,
31.2333245s,0x00,,
31.23456275s,0x00,,
31.235801s,0x00,,
31.23703925s,0x00,,
31.2382775s,0x00,,
31.239516s,0x00,,
31.24075425s,0x00,,
31.2419925s,0x00,,
31.24323075s,0x00,,
31.244469s,0x00,,
31.2457075s,0x00,,
31.24694575s,0x00,,
31.248184s,0x18,,
31.24942225s,0x01,,
31.2506605s,0x00,,
31.251899s,0x00,,
31.25313725s,0x00,,
31.2543755s,0x00,,
31.25561375s,0x00,,
31.256852s,0x00,,
31.2580905s,0x00,,
31.25932875s,0x05,,
31.260567s,0x00,,
31.26180525s,0x08,,
31.2630435s,0x3B,,
31.264282s,0x11,,
31.26552025s,0x00,,
31.2667585s,0x04,,
31.26799675s,0x08,,
31.269235s,0x01,,
31.2704735s,0x2C,,
31.27171175s,0x32,,
31.27295s,0x00,,
31.27418825s,0x00,,
31.2754265s,0x20,,
31.276665s,0x06,,
31.27790325s,0x0A,,
31.2791415s,0x32,,
31.28037975s,0x00,,
31.281618s,0xE8,,
31.424745s,0xFE,,
31.42598325s,0x55,,
31.4272215s,0xEF,,
31.42845975s,0x2F,,
31.42969825s,0x7C,,
31.4309365s,0x00,,
31.43217475s,0x00,,
31.433413s,0x00,,
31.4346515s,0x00,,
31.43588975s,0x00,,
31.437128s,0x00,,
31.43836625s,0x00,,
31.4396045s,0x00,,
31.440843s,0x00,,
31.44208125s,0x00,,
31.4433195s,0x00,,
31.44455775s,0x00,,
31.445796s,0x00,,
31.4470345s,0x00,,
31.44827275s,0x00,,
31.449511s,0x00,,
31.45074925s,0x00,,
31.4519875s,0x00,,
31.453226s,0x00,,
31.45446425s,0x00,,
31.4557025s,0x00,,
31.45694075s,0x00,,
31.458179s,0x00,,
31.4594175s,0x00,,
31.46065575s,0x00,,
31.461894s,0x01,,
31.46313225s,0x00,,
31.4643705s,0x00,,
31.465609s,0x00,,
31.46684725s,0x00,,
31.4680855s,0x00,,
31.46932375s,0x00,,
31.470562s,0x00,,
31.4718005s,0x00,,
31.47303875s,0x00,,
31.474277s,0x00,,
31.47551525s,0x00,,
31.4767535s,0x00,,
31.477992s,0x00,,
31.47923025s,0x00,,
31.4804685s,0x00,,
31.48170675s,0x00,,
31.482945s,0x00,,
31.4841835s,0x00,,
31.48542175s,0x00,,
31.48666s,0xAC,,
31.62328575s,0xFE,,
31.624524s,0x55,,
31.62576225s,0xEF,,
31.62700075s,0x13,,
31.628239s,0x7A,,
31.62947725s,0x01,,
31.6307155s,0x00,,
31.63195375s,0x00,,
31.63319225s,0x00,,
31.6344305s,0x00,,
31.63566875s,0x00,,
31.636907s,0x00,,
31.63814525s,0x00,,
31.63938375s,0x00,,
31.640622s,0x00,,
31.64186025s,0x00,,
31.6430985s,0x00,,
31.64433675s,0x00,,
31.64557525s,0x00,,
31.6468135s,0x00,,
31.64805175s,0x00,,
31.64929s,0x00,,
31.65052825s,0x8E,,
31.82781175s,0xFE,,
31.82905s,0x55,,
31.83028825s,0xEF,,
31.8315265s,0x2F,,
31.832765s,0x7C,,
31.83400325s,0x00,,
31.8352415s,0x00,,
31.83647975s,0x00,,
31.837718s,0x00,,
31.8389565s,0x00,,
31.84019475s,0x00,,
31.841433s,0x00,,
31.84267125s,0x00,,
31.8439095s,0x00,,
31.845148s,0x00,,
31.84638625s,0x00,,
31.8476245s,0x00,,
31.84886275s,0x00,,
31.850101s,0x00,,
31.8513395s,0x00,,
31.85257775s,0x00,,
31.853816s,0x00,,
31.85505425s,0x00,,
31.8562925s,0x00,,
31.857531s,0x00,,
31.85876925s,0x00,,
31.8600075s,0x00,,
31.86124575s,0x00,,
31.86248425s,0x00,,
31.8637225s,0x00,,
31.86496075s,0x01,,
31.866199s,0x00,,
31.86743725s,0x00,,
31.8686755s,0x00,,
31.869914s,0x00,,
31.87115225s,0x00,,
31.8723905s,0x00,,
31.87362875s,0x00,,
31.874867s,0x00,,
31.8761055s,0x00,,
31.87734375s,0x00,,
31.878582s,0x00,,
31.87982025s,0x00,,
31.8810585s,0x00,,
31.882297s,0x00,,
31.88353525s,0x00,,
31.8847735s,0x00,,
31.88601175s,0x00,,
31.88725s,0x00,,
31.8884885s,0x00,,
31.88972675s,0xAC,,
32.0268685s,0xFE,,
32.02810675s,0x55,,
32.029345s,0xEF,,
32.03058325s,0x0D,,
32.03182175s,0x7B,,
32.03306s,0x00,,
32.03429825s,0x00,,
32.0355365s,0x00,,
32.03677475s,0x00,,
32.03801325s,0x00,,
32.0392515s,0x00,,
32.04048975s,0x00,,
32.041728s,0x00,,
32.04296625s,0x00,,
32.04420475s,0x00,,
32.045443s,0x00,,
32.04668125s,0x88,,
32.22964025s,0xFE,,
32.2308785s,0x55,,
32.23211675s,0xEF,,
32.233355s,0x2F,,
32.23459325s,0x7C,,
32.23583175s,0x00,,
32.23707s,0x00,,
32.23830825s,0x00,,
32.2395465s,0x00,,
32.24078475s,0x00,,
32.24202325s,0x00,,
32.2432615s,0x00,,
32.24449975s,0x00,,
32.245738s,0x00,,
32.24697625s,0x00,,
32.24821475s,0x00,,
32.249453s,0x00,,
32.25069125s,0x00,,
32.2519295s,0x00,,
32.25316775s,0x00,,
32.25440625s,0x00,,
32.2556445s,0x00,,
32.25688275s,0x00,,
32.258121s,0x00,,
32.25935925s,0x00,,
32.26059775s,0x00,,
32.261836s,0x00,,
32.26307425s,0x00,,
32.2643125s,0x00,,
32.26555075s,0x00,,
32.26678925s,0x01,,
32.2680275s,0x00,,
32.26926575s,0x00,,
32.270504s,0x00,,
32.27174225s,0x00,,
32.27298075s,0x00,,
32.274219s,0x00,,
32.27545725s,0x00,,
32.2766955s,0x00,,
32.27793375s,0x00,,
32.27917225s,0x00,,
32.2804105s,0x00,,
32.28164875s,0x00,,
32.282887s,0x00,,
32.28412525s,0x00,,
32.28536375s,0x00,,
32.286602s,0x00,,
32.28784025s,0x00,,
32.2890785s,0x00,,
32.29031675s,0x00,,
32.29155525s,0xAC,,
32.430864s,0xFE,,
32.43210225s,0x55,,
32.4333405s,0xEF,,
32.43457875s,0x0B,,
32.435817s,0x77,,
32.4370555s,0x00,,
32.43829375s,0x00,,
32.439532s,0x00,,
32.44077025s,0x00,,
32.4420085s,0x00,,
32.443247s,0x00,,
32.44448525s,0x00,,
32.4457235s,0x00,,
32.44696175s,0x00,,
32.44820025s,0x82,,
32.62032375s,0xFE,,
32.62156225s,0x55,,
32.6228005s,0xEF,,
32.62403875s,0x2F,,
32.625277s,0x7C,,
32.6265155s,0x00,,
32.62775375s,0x00,,
32.628992s,0x00,,
32.63023025s,0x00,,
32.6314685s,0x00,,
32.63270675s,0x00,,
32.63394525s,0x00,,
32.6351835s,0x00,,
32.63642175s,0x00,,
32.63766s,0x00,,
32.6388985s,0x00,,
32.64013675s,0x00,,
32.641375s,0x00,,
32.64261325s,0x00,,
32.6438515s,0x00,,
32.64509s,0x00,,
32.64632825s,0x00,,
32.6475665s,0x00,,
32.64880475s,0x00,,
32.650043s,0x00,,
32.6512815s,0x00,,
32.65251975s,0x00,,
32.653758s,0x00,,
32.65499625s,0x00,,
32.6562345s,0x00,,
32.657473s,0x01,,
32.65871125s,0x00,,
32.6599495s,0x00,,
32.66118775s,0x00,,
32.662426s,0x00,,
32.6636645s,0x00,,
32.66490275s,0x00,,
32.666141s,0x00,,
32.66737925s,0x00,,
32.6686175s,0x00,,
32.669856s,0x00,,
32.67109425s,0x00,,
32.6723325s,0x00,,
32.67357075s,0x00,,
32.674809s,0x00,,
32.6760475s,0x00,,
32.67728575s,0x00,,
32.678524s,0x00,,
32.67976225s,0x00,,
32.6810005s,0x00,,
32.682239s,0xAC,,
32.828771s,0xFE,,
32.8300095s,0x55,,
32.83124775s,0xEF,,
32.832486s,0x2C,,
32.83372425s,0x7D,,
32.8349625s,0x00,,
32.83620075s,0x00,,
32.83743925s,0x00,,
32.8386775s,0x00,,
32.83991575s,0x00,,
32.841154s,0x00,,
32.8423925s,0x00,,
32.84363075s,0x00,,
32.844869s,0x00,,
32.84610725s,0x00,,
32.8473455s,0x00,,
32.848584s,0x00,,
32.84982225s,0x00,,
32.8510605s,0x00,,
32.85229875s,0x00,,
32.853537s,0x18,,
32.8547755s,0x01,,
32.85601375s,0x00,,
32.857252s,0x00,,
32.85849025s,0x00,,
32.8597285s,0x00,,
32.860967s,0x00,,
32.86220525s,0x00,,
32.8634435s,0x00,,
32.86468175s,0x05,,
32.86592s,0x00,,
32.8671585s,0x08,,
32.86839675s,0x3B,,
32.869635s,0x11,,
32.87087325s,0x00,,
32.8721115s,0x04,,
32.87335s,0x08,,
32.87458825s,0x01,,
32.8758265s,0x2C,,
32.87706475s,0x32,,
32.878303s,0x00,,
32.8795415s,0x00,,
32.88077975s,0x20,,
32.882018s,0x06,,
32.88325625s,0x0A,,
32.8844945s,0x32,,
32.885733s,0x00,,
32.88697125s,0xE8,,
33.027312s,0xFE,,
33.02855025s,0x55,,
33.0297885s,0xEF,,
33.03102675s,0x2F,,
33.032265s,0x7C,,
33.0335035s,0x00,,
33.03474175s,0x00,,
33.03598s,0x00,,
33.03721825s,0x00,,
33.0384565s,0x00,,
33.039695s,0x00,,
33.04093325s,0x00,,
33.0421715s,0x00,,
33.04340975s,0x00,,
33.044648s,0x00,,
33.0458865s,0x00,,
33.04712475s,0x00,,
33.048363s,0x00,,
33.04960125s,0x00,,
33.0508395s,0x00,,
33.052078s,0x00,,
33.05331625s,0x00,,
33.0545545s,0x00,,
33.05579275s,0x00,,
33.05703125s,0x00,,
33.0582695s,0x00,,
33.05950775s,0x00,,
33.060746s,0x00,,
33.06198425s,0x00,,
33.06322275s,0x00,,
33.064461s,0x01,,
33.06569925s,0x00,,
33.0669375s,0x00,,
33.06817575s,0x00,,
33.06941425s,0x00,,
33.0706525s,0x00,,
33.07189075s,0x00,,
33.073129s,0x00,,
33.07436725s,0x00,,
33.07560575s,0x00,,
33.076844s,0x00,,
33.07808225s,0x00,,
33.0793205s,0x00,,
33.08055875s,0x00,,
33.08179725s,0x00,,
33.0830355s,0x00,,
33.08427375s,0x00,,
33.085512s,0x00,,
33.08675025s,0x00,,
33.0879885s,0x00,,
33.089227s,0xAC,,
33.235759s,0xFE,,
33.2369975s,0x55,,
33.23823575s,0xEF,,
33.239474s,0x13,,
33.24071225s,0x7A,,
33.2419505s,0x01,,
33.243189s,0x00,,
33.24442725s,0x00,,
33.2456655s,0x00,,
33.24690375s,0x00,,
33.248142s,0x00,,
33.2493805s,0x00,,
33.25061875s,0x00,,
33.251857s,0x00,,
33.25309525s,0x00,,
33.2543335s,0x00,,
33.255572s,0x00,,
33.25681025s,0x00,,
33.2580485s,0x00,,
33.25928675s,0x00,,
33.26052525s,0x00,,
33.2617635s,0x00,,
33.26300175s,0x8E,,
33.427283s,0xFE,,
33.42852125s,0x55,,
33.4297595s,0xEF,,
33.43099775s,0x2F,,
33.432236s,0x7C,,
33.4334745s,0x00,,
33.43471275s,0x00,,
33.435951s,0x00,,
33.43718925s,0x00,,
33.4384275s,0x00,,
33.439666s,0x00,,
33.44090425s,0x00,,
33.4421425s,0x00,,
33.44338075s,0x00,,
33.44461925s,0x00,,
33.4458575s,0x00,,
33.44709575s,0x00,,
33.448334s,0x00,,
33.44957225s,0x00,,
33.4508105s,0x00,,
33.452049s,0x00,,
33.45328725s,0x00,,
33.4545255s,0x00,,
33.45576375s,0x00,,
33.45700225s,0x00,,
33.4582405s,0x00,,
33.45947875s,0x00,,
33.460717s,0x00,,
33.46195525s,0x00,,
33.46319375s,0x00,,
33.464432s,0x01,,
33.46567025s,0x00,,
33.4669085s,0x00,,
33.46814675s,0x00,,
33.46938525s,0x00,,
33.4706235s,0x00,,
33.47186175s,0x00,,
33.4731s,0x00,,
33.47433825s,0x00,,
33.47557675s,0x00,,
33.476815s,0x00,,
33.47805325s,0x00,,
33.4792915s,0x00,,
33.48052975s,0x00,,
33.48176825s,0x00,,
33.4830065s,0x00,,
33.48424475s,0x00,,
33.485483s,0x00,,
33.48672125s,0x00,,
33.48795975s,0x00,,
33.489198s,0xAC,,
33.62396625s,0xFE,,
33.6252045s,0x55,,
33.62644275s,0xEF,,
33.62768125s,0x0D,,
33.6289195s,0x7B,,
33.63015775s,0x00,,
33.631396s,0x00,,
33.63263425s,0x00,,
33.63387275s,0x00,,
33.635111s,0x00,,
33.63634925s,0x00,,
33.6375875s,0x00,,
33.63882575s,0x00,,
33.64006425s,0x00,,
33.6413025s,0x00,,
33.64254075s,0x00,,
33.643779s,0x88,,
33.83922425s,0xFE,,
33.8404625s,0x55,,
33.84170075s,0xEF,,
33.842939s,0x2F,,
33.84417725s,0x7C,,
33.84541575s,0x00,,
33.846654s,0x00,,
33.84789225s,0x00,,
33.8491305s,0x00,,
33.85036875s,0x00,,
33.85160725s,0x00,,
33.8528455s,0x00,,
33.85408375s,0x00,,
33.855322s,0x00,,
33.85656025s,0x00,,
33.85779875s,0x00,,
33.859037s,0x00,,
33.86027525s,0x00,,
33.8615135s,0x00,,
33.86275175s,0x00,,
33.86399025s,0x00,,
33.8652285s,0x00,,
33.86646675s,0x00,,
33.867705s,0x00,,
33.8689435s,0x00,,
33.87018175s,0x00,,
33.87142s,0x00,,
33.87265825s,0x00,,
33.8738965s,0x00,,
33.875135s,0x00,,
33.87637325s,0x01,,
33.8776115s,0x00,,
33.87884975s,0x00,,
33.880088s,0x00,,
33.8813265s,0x00,,
33.88256475s,0x00,,
33.883803s,0x00,,
33.88504125s,0x00,,
33.8862795s,0x00,,
33.887518s,0x00,,
33.88875625s,0x00,,
33.8899945s,0x00,,
33.89123275s,0x00,,
33.892471s,0x00,,
33.8937095s,0x00,,
33.89494775s,0x00,,
33.896186s,0x00,,
33.89742425s,0x00,,
33.8986625s,0x00,,
33.89990075s,0x00,,
33.90113925s,0xAC,,
34.03415325s,0xFE,,
34.0353915s,0x55,,
34.03663s,0xEF,,
34.03786825s,0x0B,,
34.0391065s,0x77,,
34.04034475s,0x00,,
34.041583s,0x00,,
34.0428215s,0x00,,
34.04405975s,0x00,,
34.045298s,0x00,,
34.04653625s,0x00,,
34.0477745s,0x00,,
34.049013s,0x00,,
34.05025125s,0x00,,
34.0514895s,0x82,,
34.23145575s,0xFE,,
34.232694s,0x55,,
34.2339325s,0xEF,,
34.23517075s,0x2F,,
34.236409s,0x7C,,
34.23764725s,0x00,,
34.2388855s,0x00,,
34.240124s,0x00,,
34.24136225s,0x00,,
34.2426005s,0x00,,
34.24383875s,0x00,,
34.24507725s,0x00,,
34.2463155s,0x00,,
34.24755375s,0x00,,
34.248792s,0x00,,
34.25003025s,0x00,,
34.25126875s,0x00,,
34.252507s,0x00,,
34.25374525s,0x00,,
34.2549835s,0x00,,
34.25622175s,0x00,,
34.25746025s,0x00,,
34.2586985s,0x00,,
34.25993675s,0x00,,
34.261175s,0x00,,
34.26241325s,0x00,,
34.26365175s,0x00,,
34.26489s,0x00,,
34.26612825s,0x00,,
34.2673665s,0x00,,
34.26860475s,0x01,,
34.26984325s,0x00,,
34.2710815s,0x00,,
34.27231975s,0x00,,
34.273558s,0x00,,
34.27479625s,0x00,,
34.27603475s,0x00,,
34.277273s,0x00,,
34.27851125s,0x00,,
34.2797495s,0x00,,
34.28098775s,0x00,,
34.28222625s,0x00,,
34.2834645s,0x00,,
34.28470275s,0x00,,
34.285941s,0x00,,
34.28717925s,0x00,,
34.28841775s,0x00,,
34.289656s,0x00,,
34.29089425s,0x00,,
34.2921325s,0x00,,
34.29337075s,0xAC,,
34.4352595s,0xFE,,
34.43649775s,0x55,,
34.437736s,0xEF,,
34.43897425s,0x2C,,
34.44021275s,0x7D,,
34.441451s,0x00,,
34.44268925s,0x00,,
34.4439275s,0x00,,
34.44516575s,0x00,,
34.44640425s,0x00,,
34.4476425s,0x00,,
34.44888075s,0x00,,
34.450119s,0x00,,
34.45135725s,0x00,,
34.4525955s,0x00,,
34.453834s,0x00,,
34.45507225s,0x00,,
34.4563105s,0x00,,
34.45754875s,0x00,,
34.45878725s,0x00,,
34.4600255s,0x18,,
34.46126375s,0x01,,
